Node Number	X Location (m)	Y Location (m)	Z Location (m)	Directional Deformation (m)
1	0.95	-1.7347e-018	5.e-002	-7.1396e-003
2	0.9	9.8608e-032	5.e-002	-6.5694e-003
3	0.85	2.4652e-031	5.e-002	-6.0034e-003
4	0.8	3.4694e-018	5.e-002	-5.445e-003
5	0.75	-3.6978e-032	5.e-002	-4.8973e-003
6	0.7	0.	5.e-002	-4.3632e-003
7	0.65	2.4652e-032	5.e-002	-3.8457e-003
8	0.6	0.	5.e-002	-3.348e-003
9	0.55	2.4652e-032	5.e-002	-2.8729e-003
10	0.5	-3.4694e-018	5.e-002	-2.4234e-003
11	0.45	-3.4694e-018	5.e-002	-2.0027e-003
12	0.4	5.5467e-032	5.e-002	-1.6136e-003
13	0.35	0.	5.e-002	-1.2591e-003
14	0.3	0.	5.e-002	-9.4234e-004
15	0.25	-6.163e-033	5.e-002	-6.6623e-004
16	0.2	-1.7347e-018	5.e-002	-4.3378e-004
17	0.15	9.2445e-033	5.e-002	-2.4803e-004
18	0.1	-1.7347e-018	5.e-002	-1.118e-004
19	5.e-002	-3.0815e-033	5.e-002	-2.8511e-005
20	5.e-002	-6.163e-033	0.	-2.1051e-005
21	0.1	-3.4694e-018	0.	-1.0329e-004
22	0.15	1.8489e-032	0.	-2.3975e-004
23	0.2	-3.4694e-018	0.	-4.2593e-004
24	0.25	-1.2326e-032	0.	-6.5883e-004
25	0.3	0.	0.	-9.3539e-004
26	0.35	0.	0.	-1.2526e-003
27	0.4	1.1093e-031	0.	-1.6075e-003
28	0.45	-6.9389e-018	0.	-1.9971e-003
29	0.5	-6.9389e-018	0.	-2.4183e-003
30	0.55	4.9304e-032	0.	-2.8682e-003
31	0.6	0.	0.	-3.3437e-003
32	0.65	4.9304e-032	0.	-3.8419e-003
33	0.7	0.	0.	-4.3598e-003
34	0.75	-7.3956e-032	0.	-4.8943e-003
35	0.8	6.9389e-018	0.	-5.4425e-003
36	0.85	4.9304e-031	0.	-6.0014e-003
37	0.9	1.9722e-031	0.	-6.5678e-003
38	0.95	-3.4694e-018	0.	-7.1384e-003
39	0.95	0.	0.1	-7.1384e-003
40	0.9	0.	0.1	-6.5678e-003
41	0.85	0.	0.1	-6.0014e-003
42	0.8	0.	0.1	-5.4425e-003
43	0.75	0.	0.1	-4.8943e-003
44	0.7	0.	0.1	-4.3598e-003
45	0.65	0.	0.1	-3.8419e-003
46	0.6	0.	0.1	-3.3437e-003
47	0.55	0.	0.1	-2.8682e-003
48	0.5	0.	0.1	-2.4183e-003
49	0.45	0.	0.1	-1.9971e-003
50	0.4	0.	0.1	-1.6075e-003
51	0.35	0.	0.1	-1.2526e-003
52	0.3	0.	0.1	-9.3539e-004
53	0.25	0.	0.1	-6.5883e-004
54	0.2	0.	0.1	-4.2593e-004
55	0.15	0.	0.1	-2.3975e-004
56	0.1	0.	0.1	-1.0329e-004
57	5.e-002	0.	0.1	-2.1051e-005
58	5.e-002	-5.e-002	0.1	-5.8946e-005
59	0.1	-5.e-002	0.1	-1.4461e-004
60	0.15	-5.e-002	0.1	-2.8105e-004
61	0.2	-5.e-002	0.1	-4.6679e-004
62	0.25	-5.e-002	0.1	-6.9925e-004
63	0.3	-5.e-002	0.1	-9.7536e-004
64	0.35	-5.e-002	0.1	-1.2921e-003
